"NOME_INSTRUMENTO","ANO_INSTRUMENTO","DATA_INICIO","DATA_FIM","CODIGO_CURSO","NOME_CURSO","CODIGO_GRUPO","NOME_GRUPO","CODIGO_SUBGRUPO","NOME_SUBGRUPO","CÓDIGO_DISCIPLINA","DISCIPLINA","TURMA","SERIE","ORDEM_PERGUNTA","CODIGO_PERGUNTA","PERGUNTA","ORDEM_OPCOES","OPCAO","PORCENTAGEM","RESPOSTAS","TOTAL_DO_CURSO"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","6","1872","6.6 - Respeito ao horário de aula pelo professor","8328","Péssimo","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","6","1872","6.6 - Respeito ao horário de aula pelo professor","8328","Péssimo","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","6","1872","6.6 - Respeito ao horário de aula pelo professor","8329","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","6","1872","6.6 - Respeito ao horário de aula pelo professor","8329","Não sei informar","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","6","1872","6.6 - Respeito ao horário de aula pelo professor","8329","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8330","Bom","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8330","Bom","66.7","2","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8330","Bom","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8331","Regular","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8331","Regular","33.3","1","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8331","Regular","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8332","Ruim","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8332","Ruim","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8332","Ruim","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8333","Péssimo","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8333","Péssimo","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8333","Péssimo","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8334","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8334","Não sei informar","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","7","1873","6.7 - Apresentação do programa e do critério de avaliação da disciplina","8334","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8335","Bom","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8335","Bom","66.7","2","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8335","Bom","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8336","Regular","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8336","Regular","33.3","1","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8336","Regular","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8337","Ruim","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8337","Ruim","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8337","Ruim","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8338","Péssimo","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8338","Péssimo","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8338","Péssimo","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8339","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8339","Não sei informar","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","8","1874","6.8 - Cumprimento do programa e do critério de avaliação da disciplina","8339","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","9","1875","6.9 - Importância da disciplina no curso","8340","Importante","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","9","1875","6.9 - Importância da disciplina no curso","8340","Importante","100.0","3","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","9","1875","6.9 - Importância da disciplina no curso","8340","Importante","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","9","1875","6.9 - Importância da disciplina no curso","8341","Pouco importante","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","9","1875","6.9 - Importância da disciplina no curso","8341","Pouco importante","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","9","1875","6.9 - Importância da disciplina no curso","8341","Pouco importante","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","9","1875","6.9 - Importância da disciplina no curso","8342","Não importante","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","9","1875","6.9 - Importância da disciplina no curso","8342","Não importante","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","9","1875","6.9 - Importância da disciplina no curso","8342","Não importante","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","9","1875","6.9 - Importância da disciplina no curso","8343","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","9","1875","6.9 - Importância da disciplina no curso","8343","Não sei informar","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","9","1875","6.9 - Importância da disciplina no curso","8343","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","10","1876","6.10 - Carga horária destinada para a disciplina","8344","Boa","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","10","1876","6.10 - Carga horária destinada para a disciplina","8344","Boa","100.0","3","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","10","1876","6.10 - Carga horária destinada para a disciplina","8344","Boa","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","10","1876","6.10 - Carga horária destinada para a disciplina","8345","Condizente em parte","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","10","1876","6.10 - Carga horária destinada para a disciplina","8345","Condizente em parte","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","10","1876","6.10 - Carga horária destinada para a disciplina","8345","Condizente em parte","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","10","1876","6.10 - Carga horária destinada para a disciplina","8346","Insuficiente","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","10","1876","6.10 - Carga horária destinada para a disciplina","8346","Insuficiente","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","10","1876","6.10 - Carga horária destinada para a disciplina","8346","Insuficiente","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","10","1876","6.10 - Carga horária destinada para a disciplina","8347","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","10","1876","6.10 - Carga horária destinada para a disciplina","8347","Não sei informar","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","10","1876","6.10 - Carga horária destinada para a disciplina","8347","Não sei informar","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","946","2","10","1876","6.10 - Carga horária destinada para a disciplina","8348","Boa","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","949","2","10","1876","6.10 - Carga horária destinada para a disciplina","8348","Boa","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8298","EDUCACAO E NOVAS TECNOLOGIAS       ","950","2","10","1876","6.10 - Carga horária destinada para a disciplina","8348","Boa","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","946","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8300","Bom","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","949","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8300","Bom","100.0","3","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","950","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8300","Bom","100.0","1","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","946","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8301","Regular","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","949","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8301","Regular","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","950","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8301","Regular","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","946","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8302","Ruim","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","949","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8302","Ruim","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","950","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8302","Ruim","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","946","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8303","Péssimo","0.0","0","1"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","949","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8303","Péssimo","0.0","0","3"
"Avaliação pelo Discente de Graduação 2021 - Ensino a Distância","2021","04/05/2023","09/06/2023","56","PEDAGOGIA - EAD               ","69"," Avaliação discente sobre as disciplinas e os docentes","242","6. Disciplina/professor","8301","FUNDAMENTOS HISTORICOS DA EDUCACAO ","950","2","1","1867","6.1 - Capacidade de comunicação oral (clareza) na exposição dos conteúdos.","8303","Péssimo","0.0","0","1"
